ts_utc,event,symbol,side,qty,entry,sl,tp1,mode,range_mode,rr,exit_price,extra
2025-09-26T17:28:43+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:28:49+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:28:55+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:29:02+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:29:08+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:29:14+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:29:20+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:29:26+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:29:33+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:29:39+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:29:45+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:29:51+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:29:58+00:00,ENTER,BNBUSDT,long,6.2700000000000005,955.8,945.5928571428572,976.2142857142857,full,trend,2.0,,
2025-09-26T17:30:03+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:30:03+00:00,ENTER,SOLUSDT,long,29.700000000000003,201.54,198.36499999999998,207.89,full,trend,2.0,,
2025-09-26T17:30:04+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:30:10+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:30:10+00:00,ENTER,SOLUSDT,long,29.700000000000003,201.54,198.36499999999998,207.89,full,trend,2.0,,
2025-09-26T17:30:10+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:30:16+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:30:17+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:30:23+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:30:23+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:30:29+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:30:30+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:30:35+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:30:36+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:30:42+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:30:42+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:30:48+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:30:49+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:30:55+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:30:55+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:31:01+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:31:02+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:31:08+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:31:09+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:31:15+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:31:15+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:31:21+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:31:22+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:31:27+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:31:28+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:31:35+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:31:41+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:31:42+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:31:48+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:31:54+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:31:54+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:32:00+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:32:01+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:32:07+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:32:14+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:32:20+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:32:27+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:32:33+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:32:40+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:32:46+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:32:52+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:32:59+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:33:05+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:33:11+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:33:18+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:33:23+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:33:24+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:33:30+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:33:30+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:33:36+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:33:37+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:33:43+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:33:43+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:33:49+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:33:50+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:33:55+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:33:56+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:34:02+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:34:02+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:34:08+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:34:09+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:34:15+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:34:16+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:34:22+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:34:23+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:34:29+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:34:29+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:34:35+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:34:36+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:34:41+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:34:42+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:34:48+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:34:49+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:34:55+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:34:55+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:35:01+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:35:02+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:35:07+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:35:08+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:35:14+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:35:14+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:35:20+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:35:21+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:35:27+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:35:28+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:35:33+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:35:34+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:35:40+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:35:40+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:35:46+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:35:47+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:35:53+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:35:53+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:35:59+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:36:00+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:36:05+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.634285714286,4122.131428571429,full,trend,2.0,,
2025-09-26T17:36:06+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:36:12+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.616428571429,4122.167142857143,full,trend,2.0,,
2025-09-26T17:36:13+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:36:18+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.616428571429,4122.167142857143,full,trend,2.0,,
2025-09-26T17:36:19+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:36:25+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.616428571429,4122.167142857143,full,trend,2.0,,
2025-09-26T17:36:26+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:36:31+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:36:32+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:36:38+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:36:38+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:36:44+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:36:45+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:36:50+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:36:51+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:36:57+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:36:57+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:37:03+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:37:04+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:37:10+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:37:10+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:37:16+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:37:17+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:37:23+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:37:23+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:37:29+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:37:30+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:37:36+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:37:36+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:37:42+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:37:43+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:37:48+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:37:49+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:37:55+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:37:55+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:38:01+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:38:02+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:38:07+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:38:08+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:38:14+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:38:15+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:38:21+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:38:22+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:38:28+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:38:28+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:38:34+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:38:35+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:38:41+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:38:41+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:38:47+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:38:48+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:38:53+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:38:54+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:39:00+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:39:00+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:39:06+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:39:07+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:39:13+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:39:13+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:39:20+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:39:21+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:39:27+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:39:28+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:39:33+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:39:34+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:39:40+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:39:54+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:39:55+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:40:00+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:40:01+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:40:07+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:40:08+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:40:13+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:40:14+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:40:20+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:40:21+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:40:26+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.509285714286,4122.381428571429,full,trend,2.0,,
2025-09-26T17:40:27+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:40:33+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.362857142857,4122.674285714286,full,trend,2.0,,
2025-09-26T17:40:33+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:40:39+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.362857142857,4122.674285714286,full,trend,2.0,,
2025-09-26T17:40:40+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:40:46+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.362857142857,4122.674285714286,full,trend,2.0,,
2025-09-26T17:40:46+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:40:52+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.355,4122.6900000000005,full,trend,2.0,,
2025-09-26T17:40:53+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:40:59+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.332142857143,4122.7357142857145,full,trend,2.0,,
2025-09-26T17:40:59+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:41:05+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.332142857143,4122.7357142857145,full,trend,2.0,,
2025-09-26T17:41:06+00:00,ENTER,BNBUSDT,long,6.25,959.9,949.6928571428572,980.3142857142857,full,trend,2.0,,
2025-09-26T17:41:11+00:00,ENTER,ETHUSDT,long,1.49,4023.8,3974.332142857143,4122.7357142857145,full,trend,2.0,,
